year,county,precinct,votes
2008,Washoe,RENO-VERDI 7310,4245
2008,Clark,4351 - LAS,4196
2008,Clark,4412 - NLV,4151
2008,Clark,6330 - LAS,4150
2008,Clark,2427 - County,4116
2008,Clark,2341 - LAS,4077
2008,Clark,5075 - County,4061
2008,Clark,2423 - County,3968
2008,Washoe,RENO-VERDI 7544,3911
2008,Clark,4431 - County,3909
2008,Washoe,SPARKS 7515,3887
2008,Clark,7362 - HEN,3827
2008,Washoe,RENO-VERDI 4013,3807
2008,Clark,4350 - LAS,3755
2008,Clark,4422 - NLV,3738
2008,Washoe,SPARKS 6419,3723
2008,Washoe,RENO-VERDI 8215,3642
2008,Clark,6331 - LAS,3624
2008,Clark,6411 - County,3597
2008,Clark,6474 - County,3586
2008,Clark,3459 - County,3560
2008,Clark,4420 - NLV,3468
2008,Clark,1476 - HEN,3372
2008,Clark,4444 - County,3350
2008,Clark,6353 - LAS,3346
2008,Clark,4382 - LAS,3338
2008,Clark,4397 - NLV,3316
2008,Clark,4435 - County,3284
2008,Washoe,RENO-VERDI 2059,3253
2008,Clark,4022 - NLV,3201
2008,Clark,1501 - HEN,3184
2008,Clark,2336 - County,3131
2008,Clark,3411 - LAS,3103
2008,Clark,4341 - LAS,3097
2008,Clark,2326 - LAS,3089
2008,Clark,3316 - County,3084
2008,Washoe,RENO-VERDI 8262,3027
2008,Clark,3515 - County,2978
2008,Clark,4373 - LAS,2967
2008,Clark,2104 - County,2961
2008,Clark,6321 - County,2943
2008,Clark,3480 - County,2917
2008,Clark,2323 - LAS,2905
2008,Washoe,RENO-VERDI 7301,2866
2008,Clark,3497 - County,2839
2008,Washoe,RENO-VERDI 3033,2821
2008,Clark,5312 - LAS,2809
2008,Clark,6364 - LAS,2786
2008,Washoe,SPARKS 6102,2733
2008,Washoe,RENO-VERDI 2052,2708
2008,Clark,4453 - LAS,2614
2008,Clark,6423 - County,2608
2008,Clark,2347 - County,2484
2008,Clark,2416 - County,2437
2008,Clark,4050 - LAS,2387
2008,Clark,9993 - PRO,2339
2008,Clark,5341 - County,2324
2008,Clark,4391 - NLV,2313
2008,Washoe,RENO-VERDI 4006,2311
2008,Clark,5331 - County,2295
2008,Clark,7372 - LAS,2168
2008,Clark,6525 - County,2157
2008,Clark,4401 - NLV,2123
2008,Washoe,GER-WADS 7423,2121
2008,Clark,6322 - LAS,2120
2008,Washoe,RENO-VERDI 2001,2088
2008,Clark,4427 - County,2077
2008,Clark,4363 - LAS,2056
2008,Clark,4352 - LAS,2048
2008,Clark,4019 - NLV,2025
2008,Washoe,SPARKS 7409 (MP),1983
2008,Clark,4323 - County,1980
2008,Clark,5306 - County,1898
2008,Clark,3570 - County,1817
2008,Washoe,RENO-VERDI 8248,1817
2008,Clark,9991 - PRO,1796
2008,Clark,2320 - County,1792
2008,Washoe,RENO-VERDI 8241,1782
2008,Clark,6038 - County,1780
2008,Clark,2340 - County,1755
2008,Clark,3555 - County,1750
2008,Clark,4035 - LAS,1729
2008,Clark,3511 - County,1690
2008,Clark,6335 - County,1690
2008,Clark,4450 - LAS,1668
2008,Clark,7367 - County,1625
2008,Clark,1306 - County,1615
2008,Clark,7307 - County,1611
2008,Clark,6371 - LAS,1567
2008,Clark,2335 - County,1537
2008,Clark,3493 - County,1486
2008,Clark,4344 - LAS,1472
2008,Clark,3354 - LAS,1471
2008,Clark,7371 - LAS,1445
2008,Clark,6315 - County,1441
2008,Clark,7310 - County,1435
2008,Clark,3310 - LAS,1412
2008,Washoe,RENO-VERDI 4010,1362
2008,Washoe,RENO-VERDI 8244,1342
2008,Clark,4442 - County,1311
2008,Washoe,RENO-VERDI 1019,1286
2008,Washoe,SPARKS 6412,1273
2008,Washoe,RENO-VERDI 7539 (MP),1187
2008,Clark,3454 - LAS,1179
2008,Washoe,RENO-VERDI 4011,1148
2008,Clark,4432 - County,1126
2008,Clark,1457 - County,1111
2008,Clark,1448 - County,1054
2008,Clark,4345 - LAS,1047
2008,Clark,4342 - LAS,1033
2008,Clark,3487 - County,1000
2008,Clark,4445 - County,983
2008,Washoe,RENO-VERDI 5042,978
2008,Clark,6031 - LAS,936
2008,Clark,3436 - LAS,927
2008,Clark,2428 - County,920
2008,Clark,3440 - County,885
2008,Washoe,SPARKS 7542,879
2008,Clark,4390 - NLV,832
2008,Clark,3519 - County,820
2008,Clark,3563 - County,808
2008,Clark,3446 - LAS,792
2008,Washoe,RENO-VERDI 2012,791
2008,Clark,3543 - County,778
2008,Clark,4340 - LAS,763
2008,Clark,3512 - County,761
2008,Clark,5301 - County,761
2008,Clark,5335 - County,740
2008,Clark,3523 - County,732
2008,Clark,1534 - County,723
2008,Washoe,RENO-VERDI 8242,681
2008,Clark,1535 - County,665
2008,Washoe,RENO-VERDI 8228,663
2008,Clark,1050 - County,662
2008,Clark,3302 - LAS,626
2008,Clark,3488 - County,619
2008,Clark,7344 - HEN,597
2008,Clark,3533 - County,582
2008,Clark,3477 - County,576
2008,Washoe,RENO-VERDI 8251,568
2008,Clark,2348 - County,560
2008,Clark,9003 - OVR,523
2008,Clark,2106 - County,521
2008,Washoe,RENO-VERDI 8131,519
2008,Clark,2475 - MOA,469
2008,Washoe,RENO-VERDI 8230,450
2008,Clark,4405 - NLV,431
2008,Clark,3521 - County,426
2008,Washoe,RENO-VERDI 8223,407
2008,Clark,9001 - OVR,396
2008,Clark,7077 - County,386
2008,Clark,2415 - County,384
2008,Clark,6303 - LAS,368
2008,Washoe,RENO-VERDI 8252,365
2008,Washoe,RENO-VERDI 7303,330
2008,Washoe,RENO-VERDI 7511,304
2008,Washoe,SPARKS 7400 (MP),292
2008,Washoe,RENO-VERDI 8120,252
2008,Washoe,RENO-VERDI 8281,205
2008,Clark,9996 - PRES,194
2008,Clark,2472 - MOA,185
2008,Washoe,SPARKS 7305,184
2008,Nye,88,182
2008,Washoe,RENO-VERDI 8255,168
2008,Clark,4395 - NLV,151
2008,Washoe,FOC,131
2008,Washoe,NO FIXED RES,85
2008,Clark,3432 - LAS,77
2008,Clark,9992 - PRO,53
2008,Clark,9002 - OVR,24
2008,Washoe,SPARKS 7419,20
2008,Washoe,RENO-VERDI 8268,14
2008,Carson City,998,12
2008,Washoe,RENO-VERDI 8243,12
2008,Lyon,88,10
2008,Carson City,999,0
2008,Churchill,88,0
2008,Churchill,99,0
2008,Clark,1070 - County,0
2008,Clark,1131 - HEN,0
2008,Clark,1132 - County,0
2008,Clark,1169- BOC,0
2008,Clark,1315 - County,0
2008,Clark,1360 - County,0
2008,Clark,1362 - HEN,0
2008,Clark,1370 - County,0
2008,Clark,1373 - County,0
2008,Clark,1388 -  HEN,0
2008,Clark,1471 - HEN,0
2008,Clark,1474 - HEN,0
2008,Clark,1475 - County,0
2008,Clark,1486 - HEN,0
2008,Clark,1502 - County,0
2008,Clark,1503 - County,0
2008,Clark,1536 - County,0
2008,Clark,1537 - County,0
2008,Clark,1538 - County,0
2008,Clark,1539 - County,0
2008,Clark,1540 - County,0
2008,Clark,1541 - County,0
2008,Clark,1542 - County,0
2008,Clark,2050 - LAS,0
2008,Clark,2052 - LAS,0
2008,Clark,2319 - County,0
2008,Clark,2324 - LAS,0
2008,Clark,2328 - LAS,0
2008,Clark,2329 - LAS,0
2008,Clark,2337 - County,0
2008,Clark,2338 - LAS,0
2008,Clark,2343 - County,0
2008,Clark,2344 - LAS,0
2008,Clark,2349 - LAS,0
2008,Clark,2357 - LAS,0
2008,Clark,2358 - LAS,0
2008,Clark,2421 - County,0
2008,Clark,2437 - County,0
2008,Clark,2438 - NLV,0
2008,Clark,2442 - County,0
2008,Clark,2443 - County,0
2008,Clark,2450 - LAS,0
2008,Clark,3147 - County,0
2008,Clark,3304 - County,0
2008,Clark,3305 - County,0
2008,Clark,3306 - County,0
2008,Clark,3308 - LAS,0
2008,Clark,3309 - LAS,0
2008,Clark,3441 - County,0
2008,Clark,3455 - County,0
2008,Clark,3456 - County,0
2008,Clark,3466 - LAS,0
2008,Clark,3473 - County,0
2008,Clark,3479 - County,0
2008,Clark,3486 - LAS,0
2008,Clark,3492 - County,0
2008,Clark,3498 - LAS,0
2008,Clark,3499 - County,0
2008,Clark,3516 - County,0
2008,Clark,3522 - County,0
2008,Clark,3524 - LAS,0
2008,Clark,3528 - LAS,0
2008,Clark,3529 - LAS,0
2008,Clark,3534 - County,0
2008,Clark,3551 - LAS,0
2008,Clark,3554 - County,0
2008,Clark,3558 - County,0
2008,Clark,3560 - County,0
2008,Clark,3561 - County,0
2008,Clark,3568 - County,0
2008,Clark,4332 - LAS,0
2008,Clark,4404 - NLV,0
2008,Clark,4421 - NLV,0
2008,Clark,4423 - NLV,0
2008,Clark,4428 - NLV,0
2008,Clark,5310 - LAS,0
2008,Clark,5366 - County,0
2008,Clark,5367 - County,0
2008,Clark,5382 - County,0
2008,Clark,6301 - LAS,0
2008,Clark,6302 - LAS,0
2008,Clark,6314 - LAS,0
2008,Clark,6316 - County,0
2008,Clark,6319 - County,0
2008,Clark,6339 - LAS,0
2008,Clark,6402 - LAS,0
2008,Clark,6410 - County,0
2008,Clark,6489 - County,0
2008,Clark,6501 - HEN,0
2008,Clark,6511 - County,0
2008,Clark,7320 - County,0
2008,Clark,7348 - HEN,0
2008,Clark,7349 - HEN,0
2008,Clark,7368 - County,0
2008,Clark,7396 - HEN,0
2008,Clark,7397 - HEN,0
2008,Clark,9994- CHAL,0
2008,Douglas,88,0
2008,Douglas,999,0
2008,Elko,88,0
2008,Elko,99,0
2008,Esmeralda,88,0
2008,Esmeralda,99,0
2008,Eureka,88,0
2008,Eureka,99,0
2008,Humboldt,88,0
2008,Humboldt,99,0
2008,Lander,88,0
2008,Lander,99,0
2008,Lincoln,88,0
2008,Lincoln,99,0
2008,Lyon,99,0
2008,Mineral,88,0
2008,Mineral,99,0
2008,Nye,99,0
2008,Pershing,88,0
2008,Pershing,99,0
2008,Storey,88,0
2008,Storey,99,0
2008,Washoe,GER-WADS 7422 (MP),0
2008,Washoe,GER-WADS 9404 (MP),0
2008,Washoe,GER-WADS 9405 (MP),0
2008,Washoe,GER-WADS 9406 (MP),0
2008,Washoe,GER-WADS 9408 (MP),0
2008,Washoe,GER-WADS 9415 (MP),0
2008,Washoe,GER-WADS 9509 (MP),0
2008,Washoe,GER-WADS 9521 (MP),0
2008,Washoe,INCLINE VILLAGE 8125(MP),0
2008,Washoe,INCLINE VILLAGE 8126(MP),0
2008,Washoe,INCLINE VILLAGE 9102(MP),0
2008,Washoe,INCLINE VILLAGE 9105(MP),0
2008,Washoe,INCLINE VILLAGE 9106(MP),0
2008,Washoe,INCLINE VILLAGE 9111(MP),0
2008,Washoe,RENO-VERDI  8503,0
2008,Washoe,RENO-VERDI 1013 (MP),0
2008,Washoe,RENO-VERDI 1017 (MP),0
2008,Washoe,RENO-VERDI 1048 (MP),0
2008,Washoe,RENO-VERDI 1049,0
2008,Washoe,RENO-VERDI 1050 (MP),0
2008,Washoe,RENO-VERDI 1052 (MP),0
2008,Washoe,RENO-VERDI 2002 (MP),0
2008,Washoe,RENO-VERDI 2011 (MP),0
2008,Washoe,RENO-VERDI 2038 (MP),0
2008,Washoe,RENO-VERDI 2044 (MP),0
2008,Washoe,RENO-VERDI 2045 (MP),0
2008,Washoe,RENO-VERDI 2046 (MP),0
2008,Washoe,RENO-VERDI 2048 (MP),0
2008,Washoe,RENO-VERDI 2051 (MP),0
2008,Washoe,RENO-VERDI 2053 (MP),0
2008,Washoe,RENO-VERDI 2054 (MP),0
2008,Washoe,RENO-VERDI 2057 (MP),0
2008,Washoe,RENO-VERDI 3000 (MP),0
2008,Washoe,RENO-VERDI 3034 (MP),0
2008,Washoe,RENO-VERDI 3035 (MP),0
2008,Washoe,RENO-VERDI 4008 (MP),0
2008,Washoe,RENO-VERDI 4015 (MP),0
2008,Washoe,RENO-VERDI 4026 (MP),0
2008,Washoe,RENO-VERDI 4028 (MP),0
2008,Washoe,RENO-VERDI 4029 (MP),0
2008,Washoe,RENO-VERDI 4031 (MP),0
2008,Washoe,RENO-VERDI 4042 (MP),0
2008,Washoe,RENO-VERDI 4048 (MP),0
2008,Washoe,RENO-VERDI 5001 (MP),0
2008,Washoe,RENO-VERDI 5037,0
2008,Washoe,RENO-VERDI 5043 (MP),0
2008,Washoe,RENO-VERDI 5049 (MP),0
2008,Washoe,RENO-VERDI 5050 (MP),0
2008,Washoe,RENO-VERDI 5051 (MP),0
2008,Washoe,RENO-VERDI 5052 (MP),0
2008,Washoe,RENO-VERDI 5055 (MP),0
2008,Washoe,RENO-VERDI 5058 (MP),0
2008,Washoe,RENO-VERDI 5059,0
2008,Washoe,RENO-VERDI 7101,0
2008,Washoe,RENO-VERDI 7510,0
2008,Washoe,RENO-VERDI 7538 (MP),0
2008,Washoe,RENO-VERDI 7549 (MP),0
2008,Washoe,RENO-VERDI 8121,0
2008,Washoe,RENO-VERDI 8123,0
2008,Washoe,RENO-VERDI 8124,0
2008,Washoe,RENO-VERDI 8130,0
2008,Washoe,RENO-VERDI 8224 (MP),0
2008,Washoe,RENO-VERDI 8225,0
2008,Washoe,RENO-VERDI 8229,0
2008,Washoe,RENO-VERDI 8231,0
2008,Washoe,RENO-VERDI 8239,0
2008,Washoe,RENO-VERDI 8246,0
2008,Washoe,RENO-VERDI 8257,0
2008,Washoe,RENO-VERDI 8266,0
2008,Washoe,RENO-VERDI 8267 (MP),0
2008,Washoe,RENO-VERDI 8269 (MP),0
2008,Washoe,RENO-VERDI 8274,0
2008,Washoe,RENO-VERDI 8279,0
2008,Washoe,RENO-VERDI 8280,0
2008,Washoe,RENO-VERDI 8283,0
2008,Washoe,RENO-VERDI 8501,0
2008,Washoe,RENO-VERDI 8504 (MP),0
2008,Washoe,RENO-VERDI 9100 (MP),0
2008,Washoe,RENO-VERDI 9103 (MP),0
2008,Washoe,RENO-VERDI 9107 (MP),0
2008,Washoe,RENO-VERDI 9108 (MP),0
2008,Washoe,RENO-VERDI 9109 (MP),0
2008,Washoe,RENO-VERDI 9112 (MP),0
2008,Washoe,RENO-VERDI 9113 (MP),0
2008,Washoe,RENO-VERDI 9115 (MP),0
2008,Washoe,RENO-VERDI 9200 (MP),0
2008,Washoe,RENO-VERDI 9202 (MP),0
2008,Washoe,RENO-VERDI 9203 (MP),0
2008,Washoe,RENO-VERDI 9204 (MP),0
2008,Washoe,RENO-VERDI 9205 (MP),0
2008,Washoe,RENO-VERDI 9206 (MP),0
2008,Washoe,RENO-VERDI 9207 (MP),0
2008,Washoe,RENO-VERDI 9208 (MP),0
2008,Washoe,RENO-VERDI 9209 (MP),0
2008,Washoe,RENO-VERDI 9210 (MP),0
2008,Washoe,RENO-VERDI 9211 (MP),0
2008,Washoe,RENO-VERDI 9212 (MP),0
2008,Washoe,RENO-VERDI 9213 (MP),0
2008,Washoe,RENO-VERDI 9214 (MP),0
2008,Washoe,RENO-VERDI 9215 (MP),0
2008,Washoe,RENO-VERDI 9216 (MP),0
2008,Washoe,RENO-VERDI 9300 (MP),0
2008,Washoe,RENO-VERDI 9301 (MP),0
2008,Washoe,RENO-VERDI 9303 (MP),0
2008,Washoe,RENO-VERDI 9306 (MP),0
2008,Washoe,RENO-VERDI 9307 (MP),0
2008,Washoe,RENO-VERDI 9407 (MP),0
2008,Washoe,RENO-VERDI 9504 (MP),0
2008,Washoe,RENO-VERDI 9506 (MP),0
2008,Washoe,RENO-VERDI 9507 (MP),0
2008,Washoe,RENO-VERDI 9510 (MP),0
2008,Washoe,RENO-VERDI 9513 (MP),0
2008,Washoe,RENO-VERDI 9514 (MP),0
2008,Washoe,RENO-VERDI 9515 (MP),0
2008,Washoe,RENO-VERDI 9520 (MP),0
2008,Washoe,RENO-VERDI 9522 (MP),0
2008,Washoe,RENO-VERDI 9523 (MP),0
2008,Washoe,RENO-VERDI 9524 (MP),0
2008,Washoe,RENO-VERDI 9525 (MP),0
2008,Washoe,RENO-VERDI 9527 (MP),0
2008,Washoe,SPARKS 6103 (MP),0
2008,Washoe,SPARKS 6104 (MP),0
2008,Washoe,SPARKS 6207 (MP),0
2008,Washoe,SPARKS 6212 (MP),0
2008,Washoe,SPARKS 6304 (MP),0
2008,Washoe,SPARKS 6420,0
2008,Washoe,SPARKS 6507 (MP),0
2008,Washoe,SPARKS 7421 (MP),0
2008,Washoe,SPARKS 7434,0
2008,Washoe,SPARKS 7530 (MP),0
2008,Washoe,SPARKS 9302 (MP),0
2008,Washoe,SPARKS 9304 (MP),0
2008,Washoe,SPARKS 9402 (MP),0
2008,Washoe,SPARKS 9409 (MP),0
2008,Washoe,SPARKS 9410 (MP),0
2008,Washoe,SPARKS 9411 (MP),0
2008,Washoe,SPARKS 9412 (MP),0
2008,Washoe,SPARKS 9413 (MP),0
2008,Washoe,SPARKS 9414 (MP),0
2008,Washoe,SPARKS 9416 (MP),0
2008,Washoe,SPARKS 9417 (MP),0
2008,Washoe,SPARKS 9501(MP),0
2008,Washoe,SPARKS 9503 (MP),0
2008,Washoe,SPARKS 9511 (MP),0
2008,Washoe,SPARKS 9512 (MP),0
2008,Washoe,SPARKS 9516 (MP),0
2008,Washoe,SPARKS 9518 (MP),0
2008,Washoe,SPARKS 9519 (MP),0
2008,Washoe,SPARKS 9526 (MP),0
2008,White Pine,88,0
2008,White Pine,99,0
2010,Clark,2467 - MES,44996
2010,Clark,1527 - HEN,43304
2010,Clark,3530 - LAS,40764
2010,Clark,1515 - MES,39349
2010,Clark,3510 - LAS,39327
2010,Clark,6083 - County,39225
2010,Clark,3549 - LAS,38806
2010,Clark,1003 - BOC,38447
2010,Clark,6482 - County,38325
2010,Clark,1073 - LGH,37688
2010,Clark,1512 - HEN,37569
2010,Clark,3412 - LAS,37497
2010,Clark,3483 - LAS,36875
2010,Clark,3462 - County,36747
2010,Clark,1529 - HEN,36466
2010,Clark,1138 - County,35349
2010,Clark,1310 - County,34787
2010,Clark,6546 - County,34448
2010,Clark,6524 - County,34256
2010,Clark,7380 - County,34242
2010,Clark,3452 - LAS,33949
2010,Clark,1523 - HEN,33935
2010,Clark,3494 - LAS,33571
2010,Clark,1324 - County,33458
2010,Clark,3481 - LAS,33227
2010,Clark,2365 - NLV,32607
2010,Clark,3442 - LAS,31781
2010,Clark,1008 - BOC,31780
2010,Clark,6374 - LAS,31616
2010,Clark,1451 - HEN,31320
2010,Clark,3404 - LAS,31125
2010,Clark,7388 - County,31024
2010,Clark,1007 - BOC,30882
2010,Clark,6534 - County,30750
2010,Clark,1311 - County,30502
2010,Clark,3041 - LAS,30419
2010,Clark,3415 - LAS,30385
2010,Clark,3353 - LAS,30126
2010,Clark,1526 - HEN,30114
2010,Clark,1402 - HEN,30111
2010,Clark,1009 - BOC,30051
2010,Clark,1321 - County,29840
2010,Clark,3219 - LAS,29831
2010,Clark,2432 - County,29748
2010,Clark,3228 - LAS,29705
2010,Clark,3527 - LAS,29471
2010,Clark,3463 - LAS,29185
2010,Clark,3485 - LAS,29122
2010,Clark,7333 - County,29074
2010,Clark,1430 - HEN,29020
2010,Clark,1001 - BOC,28988
2010,Clark,5424 - County,28974
2010,Clark,1472 - HEN,28926
2010,Clark,3214 - LAS,28818
2010,Clark,2350 - LAS,28764
2010,Clark,3351 - LAS,28690
2010,Clark,3482 - LAS,28653
2010,Clark,3508 - LAS,28603
2010,Clark,1322 - County,28588
2010,Clark,3330 - County,28588
2010,Clark,3444 - County,28574
2010,Clark,1530 - BOC,28559
2010,Clark,1149 - HEN,28545
2010,Clark,1469 - HEN,28506
2010,Clark,2435 - County,28492
2010,Clark,6421 - County,28465
2010,Clark,6441 - County,28386
2010,Clark,1490 - HEN,28330
2010,Clark,1002 - BOC,28186
2010,Clark,2351 - LAS,28182
2010,Clark,3541 - LAS,28106
2010,Clark,2434 - County,28068
2010,Clark,3324 - County,27892
2010,Clark,3390 - LAS,27834
2010,Clark,1492 - HEN,27543
2010,Clark,1531 - MVA,27304
2010,Clark,3548 - LAS,27155
2010,Clark,1010 - BOC,27049
2010,Clark,1480 - HEN,26914
2010,Clark,3424 - LAS,26779
2010,Clark,1325 - County,26731
2010,Clark,3450 - LAS,26623
2010,Clark,7317 - County,26611
2010,Clark,7369 - HEN,26603
2010,Clark,1468 - HEN,26457
2010,Clark,1005 - BOC,26368
2010,Clark,1482 - HEN,26363
2010,Clark,6432 - County,26348
2010,Clark,2133 - County,26186
2010,Clark,1142 - County,26181
2010,Clark,3491 - LAS,26097
2010,Clark,7005 - HEN,26079
2010,Clark,1355 - County,26043
2010,Clark,3360 - LAS,26028
2010,Carson City,311,25983
2010,Clark,3130 - LAS,25872
2010,Clark,3352 - LAS,25850
2010,Clark,1323 - County,25695
2010,Clark,7315 - County,25672
2010,Clark,3472 - LAS,25653
2010,Clark,1551 - HEN,25520
2010,Clark,5423 - County,25198
2010,Clark,3042 - LAS,25193
2010,Clark,1312 - County,25180
2010,Clark,2375 - NLV,25173
2010,Clark,1455 - HEN,25167
2010,Clark,3320 - LAS,25165
2010,Clark,3484 - County,25096
2010,Clark,2364 - NLV,25060
2010,Clark,1465 - HEN,25058
2010,Clark,3461 - County,25055
2010,Clark,7391 - County,25041
2010,Clark,3034 - LAS,25036
2010,Clark,7321 - County,24981
2010,Clark,3443 - LAS,24913
2010,Clark,6479 - County,24870
2010,Clark,5344 - County,24824
2010,Clark,3229 - LAS,24655
2010,Clark,1405 - HEN,24652
2010,Clark,7328 - County,24640
2010,Clark,1006 - BOC,24619
2010,Clark,7374 - County,24508
2010,Clark,3520 - LAS,24400
2010,Clark,5322 - County,24395
2010,Clark,2439 - NLV,24375
2010,Clark,3341 - LAS,24347
2010,Clark,3601 - LAS,24340
2010,Clark,1404 - HEN,24330
2010,Clark,3313 - County,24211
2010,Clark,3502 - LAS,24167
2010,Clark,5320 - LAS,24067
2010,Clark,1449 - County,24051
2010,Clark,7412 - HEN,23934
2010,Clark,2395 - NLV,23892
2010,Clark,7377 - County,23843
2010,Clark,7375 - County,23780
2010,Clark,3550 - LAS,23751
2010,Clark,6450 - County,23740
2010,Clark,7086 - County,23733
2010,Clark,7423 - County,23621
2010,Clark,3038 - LAS,23599
2010,Clark,1484 - HEN,23521
2010,Clark,1305 - County,23516
2010,Clark,7424 - County,23508
2010,Clark,3225 - LAS,23464
2010,Clark,1113 - HEN,23370
2010,Clark,1392 - HEN,23357
2010,Clark,1433 - HEN,23340
2010,Clark,1163 - HEN,23302
2010,Clark,2300 - LAS,23261
2010,Clark,6375 - LAS,23245
2010,Clark,3495 - LAS,23229
2010,Clark,2311 - LAS,23228
2010,Clark,5416 - County,23205
2010,Clark,1421 - HEN,23101
2010,Clark,6069 - County,23045
2010,Clark,2346 - LAS,22938
2010,Clark,3500 - LAS,22735
2010,Clark,7324 - County,22648
2010,Clark,1494 - HEN,22608
2010,Clark,5421 - County,22594
2010,Clark,6541 - County,22541
2010,Clark,5415 - County,22485
2010,Clark,7345 - HEN,22477
2010,Clark,3600 - LAS,22475
2010,Clark,2312 - LAS,22472
2010,Clark,3501 - LAS,22387
2010,Clark,1467 - HEN,22372
2010,Clark,7386 - County,22345
2010,Clark,7326 - County,22335
2010,Clark,5351 - LAS,22315
2010,Clark,4424 - County,22313
2010,Clark,6380 - LAS,22194
2010,Clark,1453 - HEN,22162
2010,Clark,1470 - HEN,22162
2010,Clark,3504 - County,22013
2010,Clark,5398 - County,21834
2010,Clark,5353 - County,21799
2010,Clark,2454 - LAS,21791
2010,Clark,1461 - HEN,21722
2010,Clark,3470 - LAS,21629
2010,Clark,1127 - HEN,21515
2010,Clark,1456 - HEN,21406
2010,Clark,7314 - County,21394
2010,Clark,6444 - County,21309
2010,Clark,5411 - County,21285
2010,Clark,3505 - LAS,21261
2010,Clark,4301 - NLV,21242
2010,Clark,3362 - LAS,21236
2010,Clark,3332 - County,21223
2010,Clark,3323 - LAS,21220
2010,Clark,6079 - County,21188
2010,Clark,3445 - County,21149
2010,Clark,1313 - County,21058
2010,Clark,1082 - HEN,21047
2010,Clark,7052 - County,21036
2010,Clark,3420 - LAS,20995
2010,Clark,3227 - LAS,20975
2010,Clark,6460 - County,20893
2010,Clark,1424 - HEN,20890
2010,Clark,6454 - County,20885
2010,Clark,6343 - LAS,20777
2010,Clark,5432 - County,20764
2010,Clark,2451 - LAS,20729
2010,Clark,3509 - LAS,20726
2010,Clark,3337 - County,20720
2010,Clark,6451 - County,20711
2010,Clark,6455 - County,20694
2010,Clark,1435 - HEN,20683
2010,Clark,6510 - County,20654
2010,Clark,5024 - County,20631
2010,Clark,3350 - LAS,20623
2010,Clark,1420 - HEN,20586
2010,Clark,4376 - LAS,20538
2010,Clark,6472 - County,20532
2010,Clark,6300 - LAS,20460
2010,Clark,7335 - County,20378
2010,Clark,3469 - LAS,20326
2010,Clark,3321 - LAS,20245
2010,Clark,6523 - County,20227
2010,Clark,3334 - County,20209
2010,Clark,6480 - County,20198
2010,Clark,3449 - County,20166
2010,Clark,5355 - County,20132
2010,Clark,4330 - LAS,20049
2010,Clark,5352 - LAS,20006
2010,Clark,5304 - County,20001
2010,Clark,6332 - LAS,19982
2010,Clark,3090 - LAS,19979
2010,Clark,3471 - LAS,19954
2010,Clark,1493 - HEN,19931
2010,Clark,3344 - LAS,19864
2010,Clark,7083 - County,19854
2010,Clark,1078 - HEN,19836
2010,Clark,3089 - LAS,19804
2010,Clark,3423 - LAS,19698
2010,Clark,1481 - HEN,19662
2010,Clark,2305 - LAS,19658
2010,Clark,1452 - HEN,19631
2010,Clark,6013 - LAS,19594
2010,Clark,6355 - LAS,19583
2010,Clark,6350 - LAS,19580
2010,Clark,3127 - LAS,19543
2010,Clark,3335 - County,19526
2010,Clark,7365 - HEN,19507
2010,Clark,2306 - LAS,19506
2010,Clark,6433 - County,19421
2010,Clark,2314 - LAS,19420
2010,Clark,7342 - HEN,19416
2010,Clark,5387 - County,19390
2010,Clark,5422 - County,19390
2010,Washoe,SPARKS 6407,19363
2010,Clark,1516 - MES,19203
2010,Clark,3514 - LAS,19178
2010,Clark,4360 - LAS,19177
2010,Clark,4311 - NLV,19091
2010,Clark,6396 - LAS,19072
2010,Clark,1108 - HEN,19007
2010,Clark,1116 - HEN,18862
2010,Clark,7394 - HEN,18840
2010,Clark,7303 - County,18824
2010,Clark,6073 - County,18813
2010,Clark,6401 - LAS,18811
2010,Clark,7036 - County,18773
2010,Clark,5325 - County,18754
2010,Clark,6363 - LAS,18753
2010,Clark,2342 - LAS,18731
2010,Clark,7033 - County,18720
2010,Clark,2482 - NLV,18708
2010,Clark,2374 - NLV,18667
2010,Clark,3220 - LAS,18599
2010,Washoe,SPARKS 7411,18566
2010,Clark,6465 - County,18550
2010,Clark,6452 - County,18514
2010,Clark,3401 - LAS,18473
2010,Clark,6305 - LAS,18472
2010,Clark,4466 - LAS,18470
2010,Clark,2404 - NLV,18412
2010,Clark,6481 - County,18355
2010,Clark,7404 - HEN,18344
2010,Clark,3129 - LAS,18299
2010,Clark,6342 - LAS,18194
2010,Washoe,RENO-VERDI 2055,18160
2010,Clark,7390 - County,18128
2010,Clark,7046 - County,18124
2010,Clark,3342 - LAS,18112
2010,Clark,1522 - HEN,18095
2010,Clark,4365 - LAS,17946
2010,Clark,1524 - HEN,17901
2010,Clark,1124 - HEN,17883
2010,Clark,2310 - LAS,17870
2010,Clark,4416 - NLV,17842
2010,Clark,2301 - LAS,17803
2010,Clark,4430 - County,17763
2010,Clark,3333 - County,17747
2010,Clark,3322 - LAS,17697
2010,Clark,4380 - LAS,17678
2010,Clark,1316 - County,17648
2010,Clark,1423 - HEN,17564
2010,Clark,3507 - LAS,17539
2010,Clark,2422 - County,17538
2010,Clark,6461 - County,17520
2010,Clark,2362 - NLV,17510
2010,Clark,6354 - LAS,17473
2010,Clark,6323 - LAS,17433
