2012 Statewide General Election Results,,,,
"Note: In cases where the cumulative turnout for a precinct for a race or ballot question is greater than 0 but less than 10, the numbers have been replaced with an asterisk (*) in order to protect the secrecy of a voter's ballot, as required by Nevada Law. As a result, the total for a precinct may be different from what is reported on official documents. ",,,,
,,,,
Jurisdiction,Precinct,Contest,Selection,Votes
Washoe,303500,"District Court Judge, District 2, Department  9","Dunlap, Cal",0
Washoe,303500,"District Court Judge, District 2, Department  9","Freeman, Scott N.",0
Washoe,303500,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",0
Washoe,303500,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",0
Washoe,303500,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",0
Washoe,303500,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",0
Washoe,303500,President and Vice President of the United States,"GOODE, VIRGIL",0
Washoe,303500,President and Vice President of the United States,"JOHNSON, GARY",0
Washoe,303500,President and Vice President of the United States,None Of These Candidates,0
Washoe,303500,President and Vice President of the United States,"Obama, Barack",0
Washoe,303500,President and Vice President of the United States,"Romney, Mitt",0
Washoe,303500,"RENO Councilmember, At Large","Schieve, Hillary",0
Washoe,303500,"RENO Councilmember, At Large","Ward, David",0
Washoe,303500,"RENO Councilmember, Ward 1","Brekhus, Jenny",0
Washoe,303500,"RENO Councilmember, Ward 1","Carter, Bernie",0
Washoe,303500,"RENO Councilmember, Ward 3","Delgado, Oscar",0
Washoe,303500,"RENO Councilmember, Ward 3","Young, Cliff J.",0
Washoe,303500,"RENO Councilmember, Ward 5","Jardon, Neoma",0
Washoe,303500,"RENO Councilmember, Ward 5","Jung, Kitty K.",0
Washoe,303500,"RENO Municipal Court Judge, Dept. 2","Gardner, William L.",0
Washoe,303500,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,0
Washoe,303500,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,0
Washoe,303500,School Board Trustee Dst D,"GREIN, KEN",0
Washoe,303500,School Board Trustee Dst D,"Rosenberg, Howard",0
Washoe,303500,"State Assembly, District 30","Lightfoot, Ken",0
Washoe,303500,"State Assembly, District 30","Sprinkle, Michael",0
Washoe,303500,"State Board of Education, District 2","Clontz, Donna",0
Washoe,303500,"State Board of Education, District 2","Cook, Dave",0
Washoe,303500,State Question No. 1,No,0
Washoe,303500,State Question No. 1,Yes,0
Washoe,303500,"State Senate, District 13","Martin, Kathy",0
Washoe,303500,"State Senate, District 13","Smith, Debbie",0
Washoe,303500,"Supreme Court Justice, Seat C","Cherry, Michael A.",0
Washoe,303500,"Supreme Court Justice, Seat C",None Of These Candidates,0
Washoe,303500,"Supreme Court Justice, Seat F","Douglas, Michael L.",0
Washoe,303500,"Supreme Court Justice, Seat F",None Of These Candidates,0
Washoe,303500,"Supreme Court Justice, Seat G",None Of These Candidates,0
Washoe,303500,"Supreme Court Justice, Seat G","Saitta, Nancy M.",0
Washoe,303500,"U.S. Representative in Congress, District 2","Amodei, Mark E.",0
Washoe,303500,"U.S. Representative in Congress, District 2","Best, Russell",0
Washoe,303500,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",0
Washoe,303500,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",0
Washoe,303500,United States Senator,"Berkley, Shelley",0
Washoe,303500,United States Senator,"Heller, Dean",0
Washoe,303500,United States Senator,None Of These Candidates,0
Washoe,303500,United States Senator,"VANDERBEEK, DAVID LORY",0
Washoe,303500,WC-1: 2012 Public Safety Automatic Aid Advisory,No,0
Washoe,303500,WC-1: 2012 Public Safety Automatic Aid Advisory,Yes,0
Washoe,303500,WC-2: 2012 Public Services Funding Advisory,No,0
Washoe,303500,WC-2: 2012 Public Services Funding Advisory,Yes,0
Washoe,303600,President and Vice President of the United States,"GOODE, VIRGIL",2
Washoe,303600,President and Vice President of the United States,"JOHNSON, GARY",2
Washoe,303600,President and Vice President of the United States,None Of These Candidates,2
Washoe,303600,"U.S. Representative in Congress, District 2","Best, Russell",7
Washoe,303600,WC-1: 2012 Public Safety Automatic Aid Advisory,No,10
Washoe,303600,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",11
Washoe,303600,United States Senator,None Of These Candidates,15
Washoe,303600,United States Senator,"VANDERBEEK, DAVID LORY",17
Washoe,303600,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,23
Washoe,303600,President and Vice President of the United States,"Romney, Mitt",27
Washoe,303600,"State Senate, District 13","Martin, Kathy",33
Washoe,303600,"Supreme Court Justice, Seat C",None Of These Candidates,33
Washoe,303600,United States Senator,"Heller, Dean",34
Washoe,303600,"Supreme Court Justice, Seat G",None Of These Candidates,35
Washoe,303600,"U.S. Representative in Congress, District 2","Amodei, Mark E.",35
Washoe,303600,"State Assembly, District 24","Waterman, Heidi",37
Washoe,303600,"Supreme Court Justice, Seat F",None Of These Candidates,37
Washoe,303600,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",38
Washoe,303600,"RENO Councilmember, Ward 3","Young, Cliff J.",45
Washoe,303600,"RENO Councilmember, At Large","Ward, David",52
Washoe,303600,State Question No. 1,No,52
Washoe,303600,School Board Trustee Dst D,"GREIN, KEN",53
Washoe,303600,"RENO Councilmember, Ward 1","Carter, Bernie",55
Washoe,303600,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",56
Washoe,303600,"District Court Judge, District 2, Department  9","Freeman, Scott N.",60
Washoe,303600,"RENO Councilmember, Ward 5","Jardon, Neoma",62
Washoe,303600,WC-2: 2012 Public Services Funding Advisory,No,62
Washoe,303600,"State Board of Education, District 2","Cook, Dave",63
Washoe,303600,"State Board of Education, District 2","Clontz, Donna",64
Washoe,303600,"RENO Councilmember, Ward 5","Jung, Kitty K.",66
Washoe,303600,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",68
Washoe,303600,"RENO Councilmember, Ward 1","Brekhus, Jenny",68
Washoe,303600,School Board Trustee Dst D,"Rosenberg, Howard",71
Washoe,303600,"District Court Judge, District 2, Department  9","Dunlap, Cal",73
Washoe,303600,"RENO Councilmember, At Large","Schieve, Hillary",73
Washoe,303600,WC-2: 2012 Public Services Funding Advisory,Yes,79
Washoe,303600,"RENO Councilmember, Ward 3","Delgado, Oscar",84
Washoe,303600,United States Senator,"Berkley, Shelley",84
Washoe,303600,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",86
Washoe,303600,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",88
Washoe,303600,State Question No. 1,Yes,89
Washoe,303600,"Supreme Court Justice, Seat G","Saitta, Nancy M.",92
Washoe,303600,"Supreme Court Justice, Seat F","Douglas, Michael L.",100
Washoe,303600,"State Assembly, District 24","Bobzien, David",103
Washoe,303600,"State Senate, District 13","Smith, Debbie",104
Washoe,303600,"Supreme Court Justice, Seat C","Cherry, Michael A.",104
Washoe,303600,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,118
Washoe,303600,"RENO Municipal Court Judge, Dept. 2","Gardner, William L.",120
Washoe,303600,President and Vice President of the United States,"Obama, Barack",121
Washoe,303600,WC-1: 2012 Public Safety Automatic Aid Advisory,Yes,135
Washoe,303800,President and Vice President of the United States,"GOODE, VIRGIL",1
Washoe,303800,President and Vice President of the United States,None Of These Candidates,4
Washoe,303800,President and Vice President of the United States,"JOHNSON, GARY",7
Washoe,303800,"U.S. Representative in Congress, District 2","Best, Russell",7
Washoe,303800,United States Senator,"VANDERBEEK, DAVID LORY",14
Washoe,303800,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",20
Washoe,303800,United States Senator,None Of These Candidates,23
Washoe,303800,WC-1: 2012 Public Safety Automatic Aid Advisory,No,57
Washoe,303800,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,80
Washoe,303800,"Supreme Court Justice, Seat F",None Of These Candidates,85
Washoe,303800,"Supreme Court Justice, Seat C",None Of These Candidates,87
Washoe,303800,"Supreme Court Justice, Seat G",None Of These Candidates,92
Washoe,303800,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",121
Washoe,303800,"RENO Councilmember, Ward 1","Carter, Bernie",138
Washoe,303800,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",139
Washoe,303800,"RENO Councilmember, Ward 3","Young, Cliff J.",140
Washoe,303800,United States Senator,"Berkley, Shelley",140
Washoe,303800,"State Board of Education, District 2","Clontz, Donna",144
Washoe,303800,School Board Trustee Dst A,"Richardson, Dale",145
Washoe,303800,"RENO Councilmember, Ward 5","Jung, Kitty K.",146
Washoe,303800,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",148
Washoe,303800,WC-2: 2012 Public Services Funding Advisory,Yes,148
Washoe,303800,"RENO Councilmember, At Large","Ward, David",150
Washoe,303800,State Question No. 1,No,159
Washoe,303800,"State Assembly, District 26","Petzak, Rodney R.",170
Washoe,303800,"District Court Judge, District 2, Department  9","Dunlap, Cal",174
Washoe,303800,President and Vice President of the United States,"Obama, Barack",178
Washoe,303800,"District Court Judge, District 2, Department  9","Freeman, Scott N.",180
Washoe,303800,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",183
Washoe,303800,"RENO Councilmember, Ward 1","Brekhus, Jenny",185
Washoe,303800,"State Board of Education, District 2","Cook, Dave",189
Washoe,303800,"RENO Councilmember, At Large","Schieve, Hillary",192
Washoe,303800,School Board Trustee Dst A,"Ruggerio, Lisa",192
Washoe,303800,"RENO Councilmember, Ward 5","Jardon, Neoma",193
Washoe,303800,"RENO Councilmember, Ward 3","Delgado, Oscar",201
Washoe,303800,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",202
Washoe,303800,President and Vice President of the United States,"Romney, Mitt",206
Washoe,303800,"State Assembly, District 26","Kirner, Randy",206
Washoe,303800,State Question No. 1,Yes,214
Washoe,303800,"U.S. Representative in Congress, District 2","Amodei, Mark E.",217
Washoe,303800,United States Senator,"Heller, Dean",218
Washoe,303800,WC-2: 2012 Public Services Funding Advisory,No,238
Washoe,303800,"Supreme Court Justice, Seat G","Saitta, Nancy M.",270
Washoe,303800,"Supreme Court Justice, Seat C","Cherry, Michael A.",272
Washoe,303800,"Supreme Court Justice, Seat F","Douglas, Michael L.",276
Washoe,303800,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,298
Washoe,303800,"RENO Municipal Court Judge, Dept. 2","Gardner, William L.",309
Washoe,303800,WC-1: 2012 Public Safety Automatic Aid Advisory,Yes,330
Washoe,303900,"RENO Councilmember, At Large","Schieve, Hillary",0
Washoe,303900,"RENO Councilmember, At Large","Ward, David",0
Washoe,303900,"RENO Councilmember, Ward 1","Brekhus, Jenny",0
Washoe,303900,"RENO Councilmember, Ward 1","Carter, Bernie",0
Washoe,303900,"RENO Councilmember, Ward 5","Jardon, Neoma",0
Washoe,303900,"RENO Councilmember, Ward 5","Jung, Kitty K.",0
Washoe,303900,"District Court Judge, District 2, Department  9","Dunlap, Cal",*
Washoe,303900,"District Court Judge, District 2, Department  9","Freeman, Scott N.",*
Washoe,303900,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",*
Washoe,303900,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",*
Washoe,303900,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",*
Washoe,303900,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",*
Washoe,303900,President and Vice President of the United States,"GOODE, VIRGIL",*
Washoe,303900,President and Vice President of the United States,"JOHNSON, GARY",*
Washoe,303900,President and Vice President of the United States,None Of These Candidates,*
Washoe,303900,President and Vice President of the United States,"Obama, Barack",*
Washoe,303900,President and Vice President of the United States,"Romney, Mitt",*
Washoe,303900,"RENO Councilmember, Ward 3","Delgado, Oscar",*
Washoe,303900,"RENO Councilmember, Ward 3","Young, Cliff J.",*
Washoe,303900,"RENO Municipal Court Judge, Dept. 2","Gardner, William L.",*
Washoe,303900,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,*
Washoe,303900,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,*
Washoe,303900,School Board Trustee Dst A,"Richardson, Dale",*
Washoe,303900,School Board Trustee Dst A,"Ruggerio, Lisa",*
Washoe,303900,"State Assembly, District 40","Dunn, Rich",*
Washoe,303900,"State Assembly, District 40","Livermore, Pete",*
Washoe,303900,"State Board of Education, District 2","Clontz, Donna",*
Washoe,303900,"State Board of Education, District 2","Cook, Dave",*
Washoe,303900,State Question No. 1,No,*
Washoe,303900,State Question No. 1,Yes,*
Washoe,303900,"Supreme Court Justice, Seat C","Cherry, Michael A.",*
Washoe,303900,"Supreme Court Justice, Seat C",None Of These Candidates,*
Washoe,303900,"Supreme Court Justice, Seat F","Douglas, Michael L.",*
Washoe,303900,"Supreme Court Justice, Seat F",None Of These Candidates,*
Washoe,303900,"Supreme Court Justice, Seat G",None Of These Candidates,*
Washoe,303900,"Supreme Court Justice, Seat G","Saitta, Nancy M.",*
Washoe,303900,"U.S. Representative in Congress, District 2","Amodei, Mark E.",*
Washoe,303900,"U.S. Representative in Congress, District 2","Best, Russell",*
Washoe,303900,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",*
Washoe,303900,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",*
Washoe,303900,United States Senator,"Berkley, Shelley",*
Washoe,303900,United States Senator,"Heller, Dean",*
Washoe,303900,United States Senator,None Of These Candidates,*
Washoe,303900,United States Senator,"VANDERBEEK, DAVID LORY",*
Washoe,303900,WC-1: 2012 Public Safety Automatic Aid Advisory,No,*
Washoe,303900,WC-1: 2012 Public Safety Automatic Aid Advisory,Yes,*
Washoe,303900,WC-2: 2012 Public Services Funding Advisory,No,*
Washoe,303900,WC-2: 2012 Public Services Funding Advisory,Yes,*
Washoe,304000,President and Vice President of the United States,"GOODE, VIRGIL",0
Washoe,304000,President and Vice President of the United States,None Of These Candidates,1
Washoe,304000,President and Vice President of the United States,"JOHNSON, GARY",5
Washoe,304000,"U.S. Representative in Congress, District 2","Best, Russell",10
Washoe,304000,United States Senator,None Of These Candidates,16
Washoe,304000,United States Senator,"VANDERBEEK, DAVID LORY",18
Washoe,304000,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",24
Washoe,304000,WC-1: 2012 Public Safety Automatic Aid Advisory,No,25
Washoe,304000,"U.S. Representative in Congress, District 2","Amodei, Mark E.",44
Washoe,304000,President and Vice President of the United States,"Romney, Mitt",45
Washoe,304000,United States Senator,"Heller, Dean",50
Washoe,304000,"State Assembly, District 24","Waterman, Heidi",54
Washoe,304000,"State Senate, District 13","Martin, Kathy",59
Washoe,304000,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",63
Washoe,304000,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,66
Washoe,304000,"RENO Councilmember, Ward 3","Young, Cliff J.",80
Washoe,304000,"Supreme Court Justice, Seat G",None Of These Candidates,81
Washoe,304000,State Question No. 1,No,89
Washoe,304000,"Supreme Court Justice, Seat F",None Of These Candidates,90
Washoe,304000,"Supreme Court Justice, Seat C",None Of These Candidates,92
Washoe,304000,"State Board of Education, District 2","Cook, Dave",94
Washoe,304000,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",98
Washoe,304000,"RENO Councilmember, Ward 1","Carter, Bernie",98
Washoe,304000,"District Court Judge, District 2, Department  9","Dunlap, Cal",105
Washoe,304000,"RENO Councilmember, Ward 5","Jardon, Neoma",106
Washoe,304000,School Board Trustee Dst E,"Aiazzi, David L.",111
Washoe,304000,"RENO Councilmember, At Large","Ward, David",114
Washoe,304000,WC-2: 2012 Public Services Funding Advisory,No,114
Washoe,304000,"RENO Councilmember, At Large","Schieve, Hillary",134
Washoe,304000,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",138
Washoe,304000,School Board Trustee Dst E,"Nicolet, Diane",139
Washoe,304000,"District Court Judge, District 2, Department  9","Freeman, Scott N.",147
Washoe,304000,"RENO Councilmember, Ward 5","Jung, Kitty K.",149
Washoe,304000,"RENO Councilmember, Ward 1","Brekhus, Jenny",151
Washoe,304000,"State Board of Education, District 2","Clontz, Donna",154
Washoe,304000,WC-2: 2012 Public Services Funding Advisory,Yes,162
Washoe,304000,"Supreme Court Justice, Seat C","Cherry, Michael A.",168
Washoe,304000,"Supreme Court Justice, Seat F","Douglas, Michael L.",168
Washoe,304000,"Supreme Court Justice, Seat G","Saitta, Nancy M.",170
Washoe,304000,"RENO Councilmember, Ward 3","Delgado, Oscar",177
Washoe,304000,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",178
Washoe,304000,State Question No. 1,Yes,178
Washoe,304000,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",196
Washoe,304000,United States Senator,"Berkley, Shelley",203
Washoe,304000,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,207
Washoe,304000,"State Senate, District 13","Smith, Debbie",214
Washoe,304000,"RENO Municipal Court Judge, Dept. 2","Gardner, William L.",218
Washoe,304000,"State Assembly, District 24","Bobzien, David",221
Washoe,304000,President and Vice President of the United States,"Obama, Barack",246
Washoe,304000,WC-1: 2012 Public Safety Automatic Aid Advisory,Yes,256
Washoe,400000,President and Vice President of the United States,"GOODE, VIRGIL",0
Washoe,400000,President and Vice President of the United States,None Of These Candidates,2
Washoe,400000,President and Vice President of the United States,"JOHNSON, GARY",8
Washoe,400000,"U.S. Representative in Congress, District 2","Best, Russell",14
Washoe,400000,United States Senator,"VANDERBEEK, DAVID LORY",32
Washoe,400000,WC-1: 2012 Public Safety Automatic Aid Advisory,No,40
Washoe,400000,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",41
Washoe,400000,United States Senator,None Of These Candidates,41
Washoe,400000,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,85
Washoe,400000,"State Assembly, District 24","Waterman, Heidi",112
Washoe,400000,"State Senate, District 13","Martin, Kathy",115
Washoe,400000,"Supreme Court Justice, Seat C",None Of These Candidates,115
Washoe,400000,"Supreme Court Justice, Seat F",None Of These Candidates,116
Washoe,400000,President and Vice President of the United States,"Romney, Mitt",118
Washoe,400000,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",123
Washoe,400000,"Supreme Court Justice, Seat G",None Of These Candidates,123
Washoe,400000,"U.S. Representative in Congress, District 2","Amodei, Mark E.",125
Washoe,400000,State Question No. 1,No,137
Washoe,400000,United States Senator,"Heller, Dean",138
Washoe,400000,"RENO Councilmember, Ward 1","Carter, Bernie",141
Washoe,400000,"RENO Councilmember, Ward 3","Young, Cliff J.",156
Washoe,400000,"State Board of Education, District 2","Cook, Dave",176
Washoe,400000,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",178
Washoe,400000,"RENO Councilmember, Ward 5","Jardon, Neoma",180
Washoe,400000,"RENO Councilmember, At Large","Ward, David",186
Washoe,400000,School Board Trustee Dst E,"Aiazzi, David L.",199
Washoe,400000,School Board Trustee Dst E,"Nicolet, Diane",204
Washoe,400000,WC-2: 2012 Public Services Funding Advisory,No,206
Washoe,400000,"District Court Judge, District 2, Department  9","Dunlap, Cal",212
Washoe,400000,"District Court Judge, District 2, Department  9","Freeman, Scott N.",216
Washoe,400000,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",217
Washoe,400000,"RENO Councilmember, At Large","Schieve, Hillary",219
Washoe,400000,"RENO Councilmember, Ward 5","Jung, Kitty K.",221
Washoe,400000,"State Board of Education, District 2","Clontz, Donna",226
Washoe,400000,WC-2: 2012 Public Services Funding Advisory,Yes,245
Washoe,400000,"RENO Councilmember, Ward 3","Delgado, Oscar",254
Washoe,400000,"RENO Councilmember, Ward 1","Brekhus, Jenny",255
Washoe,400000,United States Senator,"Berkley, Shelley",262
Washoe,400000,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",268
Washoe,400000,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",273
Washoe,400000,"Supreme Court Justice, Seat G","Saitta, Nancy M.",294
Washoe,400000,"Supreme Court Justice, Seat C","Cherry, Michael A.",303
Washoe,400000,State Question No. 1,Yes,308
Washoe,400000,"Supreme Court Justice, Seat F","Douglas, Michael L.",311
Washoe,400000,"State Senate, District 13","Smith, Debbie",324
Washoe,400000,"State Assembly, District 24","Bobzien, David",330
Washoe,400000,President and Vice President of the United States,"Obama, Barack",354
Washoe,400000,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,366
Washoe,400000,"RENO Municipal Court Judge, Dept. 2","Gardner, William L.",370
Washoe,400000,WC-1: 2012 Public Safety Automatic Aid Advisory,Yes,419
Washoe,400300,President and Vice President of the United States,"GOODE, VIRGIL",2
Washoe,400300,President and Vice President of the United States,None Of These Candidates,5
Washoe,400300,President and Vice President of the United States,"JOHNSON, GARY",7
Washoe,400300,"U.S. Representative in Congress, District 2","Best, Russell",12
Washoe,400300,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",23
Washoe,400300,United States Senator,"VANDERBEEK, DAVID LORY",33
Washoe,400300,United States Senator,None Of These Candidates,39
Washoe,400300,WC-1: 2012 Public Safety Automatic Aid Advisory,No,78
Washoe,400300,"Supreme Court Justice, Seat F",None Of These Candidates,121
Washoe,400300,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,126
Washoe,400300,"Supreme Court Justice, Seat C",None Of These Candidates,126
Washoe,400300,"Supreme Court Justice, Seat G",None Of These Candidates,132
Washoe,400300,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",201
Washoe,400300,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",206
Washoe,400300,"RENO Councilmember, Ward 1","Carter, Bernie",213
Washoe,400300,"State Assembly, District 27","Taber, Tom",217
Washoe,400300,President and Vice President of the United States,"Romney, Mitt",219
Washoe,400300,"State Senate, District 15","Brower, Greg",225
Washoe,400300,State Question No. 1,No,230
Washoe,400300,"U.S. Representative in Congress, District 2","Amodei, Mark E.",232
Washoe,400300,"RENO Councilmember, Ward 3","Young, Cliff J.",233
Washoe,400300,United States Senator,"Heller, Dean",241
Washoe,400300,"RENO Councilmember, Ward 5","Jung, Kitty K.",254
Washoe,400300,"RENO Councilmember, At Large","Ward, David",257
Washoe,400300,School Board Trustee Dst E,"Aiazzi, David L.",261
Washoe,400300,"State Board of Education, District 2","Clontz, Donna",262
Washoe,400300,"State Board of Education, District 2","Cook, Dave",267
Washoe,400300,"District Court Judge, District 2, Department  9","Dunlap, Cal",268
Washoe,400300,School Board Trustee Dst E,"Nicolet, Diane",270
Washoe,400300,"RENO Councilmember, At Large","Schieve, Hillary",279
Washoe,400300,"RENO Councilmember, Ward 5","Jardon, Neoma",279
Washoe,400300,WC-2: 2012 Public Services Funding Advisory,Yes,289
Washoe,400300,United States Senator,"Berkley, Shelley",294
Washoe,400300,"District Court Judge, District 2, Department  9","Freeman, Scott N.",296
Washoe,400300,"RENO Councilmember, Ward 3","Delgado, Oscar",299
Washoe,400300,WC-2: 2012 Public Services Funding Advisory,No,304
Washoe,400300,"RENO Councilmember, Ward 1","Brekhus, Jenny",308
Washoe,400300,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",315
Washoe,400300,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",318
Washoe,400300,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",324
Washoe,400300,State Question No. 1,Yes,353
Washoe,400300,"State Assembly, District 27","Benitez-Thompson, Teresa",369
Washoe,400300,"State Senate, District 15","Leslie, Sheila",372
Washoe,400300,President and Vice President of the United States,"Obama, Barack",392
Washoe,400300,"Supreme Court Justice, Seat G","Saitta, Nancy M.",422
Washoe,400300,"Supreme Court Justice, Seat C","Cherry, Michael A.",433
Washoe,400300,"Supreme Court Justice, Seat F","Douglas, Michael L.",438
Washoe,400300,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,464
Washoe,400300,"RENO Municipal Court Judge, Dept. 2","Gardner, William L.",485
Washoe,400300,WC-1: 2012 Public Safety Automatic Aid Advisory,Yes,523
Washoe,400500,President and Vice President of the United States,"GOODE, VIRGIL",0
Washoe,400500,President and Vice President of the United States,None Of These Candidates,5
Washoe,400500,President and Vice President of the United States,"JOHNSON, GARY",6
Washoe,400500,"U.S. Representative in Congress, District 2","Best, Russell",8
Washoe,400500,United States Senator,None Of These Candidates,19
Washoe,400500,"U.S. Representative in Congress, District 2","HAINES, MICHAEL L.",23
Washoe,400500,United States Senator,"VANDERBEEK, DAVID LORY",25
Washoe,400500,WC-1: 2012 Public Safety Automatic Aid Advisory,No,40
Washoe,400500,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,No,56
Washoe,400500,"Supreme Court Justice, Seat C",None Of These Candidates,76
Washoe,400500,"Supreme Court Justice, Seat F",None Of These Candidates,78
Washoe,400500,"Supreme Court Justice, Seat G",None Of These Candidates,81
Washoe,400500,"Justice of the Peace, RENO-VERDI, Dept. 1","Shannon, Greg",103
Washoe,400500,"State Assembly, District 27","Taber, Tom",110
Washoe,400500,"Justice of the Peace, RENO-VERDI, Dept. 6","Waldron, Gemma Greene",111
Washoe,400500,"RENO Councilmember, Ward 1","Carter, Bernie",115
Washoe,400500,United States Senator,"Heller, Dean",116
Washoe,400500,President and Vice President of the United States,"Romney, Mitt",119
Washoe,400500,"State Senate, District 15","Brower, Greg",122
Washoe,400500,School Board Trustee Dst E,"Aiazzi, David L.",126
Washoe,400500,"U.S. Representative in Congress, District 2","Amodei, Mark E.",126
Washoe,400500,"RENO Councilmember, Ward 5","Jardon, Neoma",129
Washoe,400500,"RENO Councilmember, At Large","Ward, David",134
Washoe,400500,"State Board of Education, District 2","Clontz, Donna",135
Washoe,400500,"RENO Councilmember, Ward 3","Delgado, Oscar",139
Washoe,400500,"District Court Judge, District 2, Department  9","Dunlap, Cal",140
Washoe,400500,"RENO Councilmember, At Large","Schieve, Hillary",141
Washoe,400500,"State Board of Education, District 2","Cook, Dave",141
Washoe,400500,State Question No. 1,No,142
Washoe,400500,"RENO Councilmember, Ward 3","Young, Cliff J.",148
Washoe,400500,WC-2: 2012 Public Services Funding Advisory,Yes,148
Washoe,400500,School Board Trustee Dst E,"Nicolet, Diane",149
Washoe,400500,"RENO Councilmember, Ward 5","Jung, Kitty K.",152
Washoe,400500,"District Court Judge, District 2, Department  9","Freeman, Scott N.",154
Washoe,400500,"U.S. Representative in Congress, District 2","KOEPNICK, SAMUEL",154
Washoe,400500,"RENO Councilmember, Ward 1","Brekhus, Jenny",155
Washoe,400500,"Justice of the Peace, RENO-VERDI, Dept. 6","Hascheff, Pierre A.",160
Washoe,400500,State Question No. 1,Yes,162
Washoe,400500,WC-2: 2012 Public Services Funding Advisory,No,163
Washoe,400500,United States Senator,"Berkley, Shelley",164
Washoe,400500,"Justice of the Peace, RENO-VERDI, Dept. 1","Lynch, Patricia A.",171
Washoe,400500,"State Senate, District 15","Leslie, Sheila",190
Washoe,400500,President and Vice President of the United States,"Obama, Barack",199
Washoe,400500,"State Assembly, District 27","Benitez-Thompson, Teresa",202
Washoe,400500,"Supreme Court Justice, Seat G","Saitta, Nancy M.",214
Washoe,400500,"Supreme Court Justice, Seat C","Cherry, Michael A.",219
Washoe,400500,"Supreme Court Justice, Seat F","Douglas, Michael L.",220
Washoe,400500,RNO-1: CITY OF RENO ADVISORY BALLOT QUESTION,Yes,250
